MSG,7,1,1,A15027,1,2025/10/18,12:50:26.917,2025/10/18,12:50:26.971,,30175,,,,,,,,,,
MSG,8,1,1,A403C6,1,2025/10/18,12:50:26.919,2025/10/18,12:50:26.971,,,,,,,,,,,,0
MSG,8,1,1,A9A91A,1,2025/10/18,12:50:26.924,2025/10/18,12:50:26.972,,,,,,,,,,,,0
MSG,3,1,1,A96CBE,1,2025/10/18,12:50:26.928,2025/10/18,12:50:26.973,,38975,,,37.67091,-75.76327,,,0,,0,0
MSG,8,1,1,A789B4,1,2025/10/18,12:50:26.934,2025/10/18,12:50:26.974,,,,,,,,,,,,0
MSG,1,1,1,A76235,1,2025/10/18,12:50:26.935,2025/10/18,12:50:26.974,JIA5203 ,,,,,,,,,,,0
MSG,7,1,1,A403C6,1,2025/10/18,12:50:26.937,2025/10/18,12:50:26.974,,10825,,,,,,,,,,
MSG,5,1,1,A1AFC8,1,2025/10/18,12:50:26.938,2025/10/18,12:50:26.974,,26300,,,,,,,0,,0,
MSG,7,1,1,A417C9,1,2025/10/18,12:50:26.947,2025/10/18,12:50:26.976,,35025,,,,,,,,,,
MSG,4,1,1,A8712A,1,2025/10/18,12:50:26.948,2025/10/18,12:50:26.976,,,441,225,,,64,,,,,
MSG,8,1,1,A9A91A,1,2025/10/18,12:50:26.952,2025/10/18,12:50:26.976,,,,,,,,,,,,0
MSG,8,1,1,A789B4,1,2025/10/18,12:50:26.952,2025/10/18,12:50:26.976,,,,,,,,,,,,0
MSG,8,1,1,A789B4,1,2025/10/18,12:50:26.965,2025/10/18,12:50:26.978,,,,,,,,,,,,0
MSG,7,1,1,A8712A,1,2025/10/18,12:50:26.965,2025/10/18,12:50:26.978,,36025,,,,,,,,,,
MSG,4,1,1,ACE965,1,2025/10/18,12:50:26.974,2025/10/18,12:50:27.026,,,449,229,,,192,,,,,0
MSG,8,1,1,A789B4,1,2025/10/18,12:50:26.975,2025/10/18,12:50:27.026,,,,,,,,,,,,0
MSG,4,1,1,A748BC,1,2025/10/18,12:50:26.976,2025/10/18,12:50:27.026,,,473,229,,,0,,,,,0
MSG,8,1,1,C0267C,1,2025/10/18,12:50:26.977,2025/10/18,12:50:27.026,,,,,,,,,,,,0
MSG,8,1,1,A3A990,1,2025/10/18,12:50:26.985,2025/10/18,12:50:27.028,,,,,,,,,,,,0
MSG,5,1,1,A1D811,1,2025/10/18,12:50:26.986,2025/10/18,12:50:27.028,,33000,,,,,,,0,,0,
MSG,4,1,1,A1AFC8,1,2025/10/18,12:50:26.992,2025/10/18,12:50:27.029,,,411,253,,,2176,,,,,0
MSG,8,1,1,A1AFC8,1,2025/10/18,12:50:26.992,2025/10/18,12:50:27.029,,,,,,,,,,,,0
MSG,4,1,1,C0267C,1,2025/10/18,12:50:26.993,2025/10/18,12:50:27.029,,,440,222,,,512,,,,,0
MSG,5,1,1,A9A91A,1,2025/10/18,12:50:26.994,2025/10/18,12:50:27.029,,34050,,,,,,,0,,0,
MSG,8,1,1,A748BC,1,2025/10/18,12:50:27.001,2025/10/18,12:50:27.030,,,,,,,,,,,,0
MSG,7,1,1,ACE965,1,2025/10/18,12:50:27.002,2025/10/18,12:50:27.030,,26000,,,,,,,,,,
MSG,8,1,1,A6AAC2,1,2025/10/18,12:50:27.005,2025/10/18,12:50:27.031,,,,,,,,,,,,0
MSG,8,1,1,A1AFC8,1,2025/10/18,12:50:27.005,2025/10/18,12:50:27.031,,,,,,,,,,,,0
MSG,7,1,1,A748BC,1,2025/10/18,12:50:27.011,2025/10/18,12:50:27.032,,40000,,,,,,,,,,
MSG,8,1,1,A1AFC8,1,2025/10/18,12:50:27.015,2025/10/18,12:50:27.032,,,,,,,,,,,,0
MSG,3,1,1,A1D811,1,2025/10/18,12:50:27.016,2025/10/18,12:50:27.032,,33000,,,38.01791,-76.90722,,,0,,0,0
MSG,8,1,1,A3A990,1,2025/10/18,12:50:27.020,2025/10/18,12:50:27.033,,,,,,,,,,,,0
MSG,3,1,1,A403C6,1,2025/10/18,12:50:27.029,2025/10/18,12:50:27.081,,10825,,,38.66945,-77.34799,,,0,,0,0
MSG,8,1,1,A1AFC8,1,2025/10/18,12:50:27.032,2025/10/18,12:50:27.081,,,,,,,,,,,,0
MSG,7,1,1,A417C9,1,2025/10/18,12:50:27.039,2025/10/18,12:50:27.082,,35025,,,,,,,,,,
MSG,7,1,1,3C656C,1,2025/10/18,12:50:27.045,2025/10/18,12:50:27.083,,38000,,,,,,,,,,
MSG,1,1,1,A5DBC8,1,2025/10/18,12:50:27.048,2025/10/18,12:50:27.083,N477GY  ,,,,,,,,,,,0
MSG,3,1,1,A0A6CA,1,2025/10/18,12:50:27.050,2025/10/18,12:50:27.084,,6700,,,38.59404,-77.67194,,,0,,0,0
MSG,4,1,1,A0A6CA,1,2025/10/18,12:50:27.050,2025/10/18,12:50:27.084,,,87,332,,,1088,,,,,0
MSG,8,1,1,A3A990,1,2025/10/18,12:50:27.055,2025/10/18,12:50:27.084,,,,,,,,,,,,0
MSG,7,1,1,A654CB,1,2025/10/18,12:50:27.056,2025/10/18,12:50:27.085,,36000,,,,,,,,,,
MSG,5,1,1,3C656C,1,2025/10/18,12:50:27.057,2025/10/18,12:50:27.085,,38000,,,,,,,0,,0,
MSG,8,1,1,A654CB,1,2025/10/18,12:50:27.057,2025/10/18,12:50:27.085,,,,,,,,,,,,
MSG,3,1,1,A417C9,1,2025/10/18,12:50:27.062,2025/10/18,12:50:27.085,,35025,,,38.30574,-76.68332,,,0,,0,0
MSG,5,1,1,A417C9,1,2025/10/18,12:50:27.065,2025/10/18,12:50:27.086,,35025,,,,,,,0,,0,
MSG,8,1,1,A1AFC8,1,2025/10/18,12:50:27.068,2025/10/18,12:50:27.087,,,,,,,,,,,,0
MSG,7,1,1,A7E158,1,2025/10/18,12:50:27.072,2025/10/18,12:50:27.087,,33900,,,,,,,,,,
MSG,5,1,1,A748BC,1,2025/10/18,12:50:27.073,2025/10/18,12:50:27.087,,40000,,,,,,,0,,0,
MSG,7,1,1,A417C9,1,2025/10/18,12:50:27.077,2025/10/18,12:50:27.088,,35025,,,,,,,,,,
MSG,8,1,1,A15027,1,2025/10/18,12:50:27.083,2025/10/18,12:50:27.135,,,,,,,,,,,,0
MSG,7,1,1,A3B3DF,1,2025/10/18,12:50:27.083,2025/10/18,12:50:27.135,,30000,,,,,,,,,,
MSG,5,1,1,A748BC,1,2025/10/18,12:50:27.089,2025/10/18,12:50:27.136,,40000,,,,,,,0,,0,
MSG,7,1,1,A2F942,1,2025/10/18,12:50:27.089,2025/10/18,12:50:27.136,,350,,,,,,,,,,
MSG,7,1,1,A789B4,1,2025/10/18,12:50:27.090,2025/10/18,12:50:27.136,,34000,,,,,,,,,,
MSG,7,1,1,A789B4,1,2025/10/18,12:50:27.096,2025/10/18,12:50:27.137,,34000,,,,,,,,,,
MSG,8,1,1,A9EDB0,1,2025/10/18,12:50:27.104,2025/10/18,12:50:27.138,,,,,,,,,,,,0
MSG,8,1,1,A9EDB0,1,2025/10/18,12:50:27.105,2025/10/18,12:50:27.138,,,,,,,,,,,,0
MSG,7,1,1,A417C9,1,2025/10/18,12:50:27.111,2025/10/18,12:50:27.139,,35025,,,,,,,,,,
MSG,5,1,1,A403C6,1,2025/10/18,12:50:27.116,2025/10/18,12:50:27.140,,10825,,,,,,,0,,0,
MSG,7,1,1,ACE965,1,2025/10/18,12:50:27.119,2025/10/18,12:50:27.141,,26000,,,,,,,,,,
MSG,5,1,1,A748BC,1,2025/10/18,12:50:27.120,2025/10/18,12:50:27.141,,40000,,,,,,,0,,0,
MSG,8,1,1,A6AAC2,1,2025/10/18,12:50:27.121,2025/10/18,12:50:27.141,,,,,,,,,,,,0
MSG,8,1,1,A9EDB0,1,2025/10/18,12:50:27.123,2025/10/18,12:50:27.141,,,,,,,,,,,,0
MSG,3,1,1,A748BC,1,2025/10/18,12:50:27.126,2025/10/18,12:50:27.142,,40000,,,38.88248,-77.70459,,,0,,0,0
MSG,7,1,1,A560F8,1,2025/10/18,12:50:27.128,2025/10/18,12:50:27.142,,450,,,,,,,,,,
MSG,8,1,1,A417C9,1,2025/10/18,12:50:27.132,2025/10/18,12:50:27.142,,,,,,,,,,,,0
MSG,8,1,1,A9EDB0,1,2025/10/18,12:50:27.135,2025/10/18,12:50:27.189,,,,,,,,,,,,0
MSG,7,1,1,A76235,1,2025/10/18,12:50:27.141,2025/10/18,12:50:27.190,,21075,,,,,,,,,,
MSG,8,1,1,A9EDB0,1,2025/10/18,12:50:27.144,2025/10/18,12:50:27.191,,,,,,,,,,,,0
MSG,4,1,1,A7E158,1,2025/10/18,12:50:27.147,2025/10/18,12:50:27.191,,,446,227,,,1728,,,,,0
MSG,8,1,1,A654CB,1,2025/10/18,12:50:27.152,2025/10/18,12:50:27.192,,,,,,,,,,,,
MSG,5,1,1,A1AFC8,1,2025/10/18,12:50:27.153,2025/10/18,12:50:27.192,,26325,,,,,,,0,,0,
MSG,4,1,1,3C656C,1,2025/10/18,12:50:27.170,2025/10/18,12:50:27.195,,,450,229,,,0,,,,,0
MSG,8,1,1,A15027,1,2025/10/18,12:50:27.175,2025/10/18,12:50:27.195,,,,,,,,,,,,0
MSG,8,1,1,A0F886,1,2025/10/18,12:50:27.179,2025/10/18,12:50:27.196,,,,,,,,,,,,0
MSG,4,1,1,AC8932,1,2025/10/18,12:50:27.181,2025/10/18,12:50:27.196,,,466,60,,,-1536,,,,,0
MSG,7,1,1,AC96FA,1,2025/10/18,12:50:27.185,2025/10/18,12:50:27.197,,4625,,,,,,,,,,
MSG,7,1,1,AC96FA,1,2025/10/18,12:50:27.191,2025/10/18,12:50:27.244,,4625,,,,,,,,,,
MSG,1,1,1,A560F8,1,2025/10/18,12:50:27.194,2025/10/18,12:50:27.245,N446AS  ,,,,,,,,,,,0
MSG,8,1,1,A96CBE,1,2025/10/18,12:50:27.199,2025/10/18,12:50:27.245,,,,,,,,,,,,0
MSG,8,1,1,A69FD7,1,2025/10/18,12:50:27.200,2025/10/18,12:50:27.245,,,,,,,,,,,,0
MSG,3,1,1,AD9192,1,2025/10/18,12:50:27.201,2025/10/18,12:50:27.246,,1875,,,38.64720,-77.64940,,,0,,0,0
MSG,8,1,1,A6AAC2,1,2025/10/18,12:50:27.203,2025/10/18,12:50:27.246,,,,,,,,,,,,0
MSG,3,1,1,A3D039,1,2025/10/18,12:50:27.206,2025/10/18,12:50:27.246,,33000,,,,,,,0,,0,0
MSG,4,1,1,A5DBC8,1,2025/10/18,12:50:27.210,2025/10/18,12:50:27.247,,,102,309,,,576,,,,,0
MSG,4,1,1,A654CB,1,2025/10/18,12:50:27.211,2025/10/18,12:50:27.247,,,439,211,,,0,,,,,
MSG,7,1,1,A9A91A,1,2025/10/18,12:50:27.220,2025/10/18,12:50:27.248,,34050,,,,,,,,,,
MSG,8,1,1,A4491D,1,2025/10/18,12:50:27.222,2025/10/18,12:50:27.249,,,,,,,,,,,,0
MSG,8,1,1,A0A6CA,1,2025/10/18,12:50:27.225,2025/10/18,12:50:27.249,,,,,,,,,,,,0
